"UCq0vSFvRej-Ar0kfkp1nueA, What a beautiful personality. Licked chucks head like a milk dud."
"UC5Jje3Da5MoHV9Z12xbd17w, some ppl u just know they are peaceful by looking at thier face"
"UC_jzwnueOWM1CFAWNcRAsYA, Kobe Bryant"
"UC65t7CEl8HJcZR-4cC8kPmA, They can never say Shaq isn&#39;t a character"
"UCbebOmUr_hAKprvr2Smobsw, i like ya cut g"
"UCiiAM4UKTTmunErozN5BUEg, I couldn’t hear most of this because of the music."
"UC_n5KjqUSj8XETtIQxk3aWQ, Se la vaciló.. y se la sigue vacilando.."
"UCCKYqBZ93EgzNGtpLdPa06Q, Big ass kid!"
"UC3p_llSmmpPnwco-Xr_1CTQ, He is like Killer Bee from Naruto"
"UCEyoVzqyb2FIoDOLfL8xo0w, Hahaha"
"UC_LIZEUaJ9RrtvEeZh2k_Xw,"
"UC2rl2gh19SnYmKj7-LwGAtQ, hahaha haaaaa hahaha"
"UCm7qPOvvhx-xMa-RGq9NTQg, shaq that one joker in class but we cant hate unlike the other jokers"
"UCSsNq4U2wOipxp7daJSPuaw, quick tip dont add music like this one anywhere anymore"
"UC3EerxJ2AhhAniMu_Rza_qw, What a life."
"UCNFQwhRZo74TCpan-uOMFFg, Te man si funniest players of rhe leage"
"UCbaWFyI2ZRO42wLQJuo0tEw, How about a little less of that pointless, awful music in the background so we can actually hear what he&#39;s saying..."
"UC8CTPtHNo3OOQTvLcfPN2AQ, What happened here?  What was the call?"
"UCmf5aO8F7wdWOJw0x-8wM5A, I saw a rich man in a capitalist country. He seems very happy."
"UCpeQI8jIkXd0sKRtVQ10kBw, :("
"UCYX_eMtH8GM-UubewTL_Dxg, Yeah the music does mess it up"
"UCfzPom8EHo301MRM6Vxi7NA, 거의 말년 병장인데"
"UC3QgJG6XUyo4WrKxYUmkIDg, Where is   footage from"
"UCTSIzutLftT3Y7vhL5n11tQ, is that lebron wearing striped shirt?"
"UCoaqNzPp0SH3enD9MptciKA, its was hilirious wa ta rah herbou liya f deek lahda xeftha maxé mera maxé jouj o baké kanhes b nafs al ihsas"
"UCfAQyIORBoGEZI0HNUJpQWA, turn the music down, can&#39;t hear the funnies."
"UCcvR-nyzxeFiNFi9B6skTOw,"
"UC8At5HvjgXx0H0tEDyAv-oA, Веселый пингвин."
"UCUcHwkaH_qe9AKlwmxfnAkA, Good hart"
"UCEfPKr1YRC62asOyYqj7Keg, Lool did u have this annoying music playing the whole video 🙄😭😭"
"UCqQr-c3lW_F0CubSIRu1dMg, at   he look so alike kanye"
"UCNTNKDjCq76e__yGHaFQeYw, Wtf"
"UCE9KjBZQkh6kGVoIJXGH40Q, If only the bg music was louder"
"UC9yUhcBfBpeXRQyA7wH27FA, sadly missed 24 Mumba hay"
"UC_EyS-B2NgLNOdw4uNa6zsA, Remove the damn music!"
"UCjkXIbC72JHhiESdz23BxKA, the music is annoying"
"UCCRN31azhE9WHFmXluuBSuA, So funny....lovely naughty boys,,,Kobe but skinny innocent shy"
"UC0X8fCkde41OI8XNXpt20UQ, Why the fuck is the background music so god damn loud"
"UCzo6sKE-3-ID5zqKLt4wYog, reason y she never bored"
"UCxmtPqXmr31JmcpqT8qRxGQ, Shaquille where on live I Dont Give A Shit"
"UCpZW1FH_c_fuyDt2YnxAYNQ, Привет вам из 2021, где музыка из этого видео используется в рекламе грандказино…."
