اللي جاي من صهيب قدس لايكك😂
كله كووم والبنت والجد كووم ثاني قماايم الله يعزكم
المقدمه نارر وشرارر😂😂 مدري كيف رضو ينزلوها
اللي راح للحلقة عشان يضحك عالاغنية الخايسة لايك 😊
ي زين ذا المسلسل ❤️❤️❤️❤️
افضل مسلسل ف التاريخ
المقدمة حريقه هه 💔
الله لايسامح من اخرج هذا المسلسل من اول ماشفته جاني الظغط والسكر وانواع الامراض النفسية
اول مشهد جابوا ام العيد  يالله صباح الله خير  هه
الي جاي من لقيمات عشان يشوف الغثاء لايك😂
المسلسل تابعته قبل  سنوات وكنت افطس ضحك عليه ورجعت الان اتابعه وفطست ضحك وضحكني ابو هاني يوم يقول ابوك طاح من سلم الطياره وتكسر 😭😭😂😂
اللي من توب  لايك ✌️✌️
جاي من توب فايف صهيب قدس يسلم عليكم 😹💔 والله من السماجة جلست اتابع نفسي بمتابعه هالمسلسل
اهم ذبه في العايله حراج بن جاسم 😂😂
والله رهيب المسلسل يا جماعة يضحك اشبكم 😂
صراحه افضل مسلسل في رمضان الى الان
اختبر قدرة تحملك واكمل الحلقة
الله يرحم لورنس العرب رفع ضغطي
وكذلك الاغنية واللحن جنان
هذا أفضل مسلسل  ف العالم احسن من قيم اوف ثرونز 😂😂🤣
حرام عليكم شفيكم على مسلسل والله اغنيه حلوه ومسلسل حلو💟
انا لا ابي اقهر نفسي اتابعهم 🙂
جدي جدي ياحلو جدي ياخذ بيديي 😂😂
مسلسل عظيم سبق عصره اتمنى موسم ثاني و بقوة الصراحة 😍👏🏻👏🏻😍
الي جاي من توب فايف لايك
الاغنية غطت ع مايكل جاكسون و شاكيرا صراحه كلها معدله ب اورق من عندهم
اذا كنت زعلان لازم ادش واسمع الاغنية 🤣
هه الاغنية تضحك من كثر ما تفشل😭😭
اغلب اللي ماهو عاجبه المسلسل وشان حمله عليه سايقهم سوق لورنس ايام البالتوك😂😂
الحلقة الثانية مجنونة هه
الله يذكر ايام التسعينات
صدمة حضارية وتاريخيه بحقنا💔 مادري شقول صراحة
أكثر شي عجبني بالمسلسل نوره
هه ياحلوة جدي هه ياخي والله يوم اني اسوي راب وانشز صوتي اطلق
جدي جديي ياخذ بيديي 😂😂😩
ليته خلاها على لورنس مار الله يبلاه في عمره
هالمسلسل لازم ينشال من يوتيوب لان يسبب حرقة في المعدة من المقدمة بروحها 😂 يخرب بيت الموسيقى و الكلمات و الاداء المدرسي
من كثر ما سمعت ان المسلسل واطي قتلني الفضول واشوفه وحاولت اضحك ما قدرت فعلا مضيعة وقت
شوفوا وقت الاعادة بصندوق الوصف ٣٠٣٠ فجرا دبليو تي اف
ياربي اهخ جاني لوعه 😭😭
شفت الحلـقه كامله  وربي عيني تدمع من السمـاجه 🤢🤢🤸
ياخي المسلسل ممتع بس لازم تدخلون جو معه 😂
الله يرحمك ويغفرلك يا عبدالله
انتوا مسستوعبين ان هذا مسلسل  😂😂
اذا عندك تحقيق شغله المسلسل هذا بيعترف  وتفكه من المشاهده
٤٥١ طلقني هه
طلع صدق خالد الغامدي بيمثل 😳
الي جاي من توب فاي يسويلي لايك 💔🌚
انا اموت واعرف كيف جالهم نفس يمثلون
جاي من توب فايف اشوف المغص😂💔
المسلسل حطم قيم اوف ثرونز وبريزون بريك وافلام ال باتشينو 😂😂😭
اتوقع سبب هالخياس انهم يقلدون فريندز😂😂
